FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0488.1.JUN	8.8191e-03	8.2124e-01	4	1	5192	18985	80.0%	21.47%	EGR2,FAIM3,PIP,DHRS9
MA0113.2.NR3C1	1.0413e-02	8.2124e-01	4	1	5425	18752	80.0%	22.44%	PIP,FAIM3,DHRS9,KAT2A,HSPB9
MA0495.1.MAFF	1.2018e-02	8.2124e-01	4	1	5635	18542	80.0%	23.31%	PIP,FAIM3,DHRS9,KAT2A,HSPB9
MA0521.1.Tcf12	4.3029e-02	1.0000e+00	4	1	7946	16231	80.0%	32.87%	EGR2,PIP,DHRS9,KAT2A,HSPB9
MA0500.1.Myog	4.6079e-02	1.0000e+00	4	1	8097	16080	80.0%	33.49%	EGR2,PIP,DHRS9,KAT2A,HSPB9
MA0591.1.Bach1::Mafk	5.6438e-02	1.0000e+00	3	2	4787	19390	60.0%	19.8%	EGR2,FAIM3,DHRS9
MA0499.1.Myod1	6.0780e-02	1.0000e+00	4	1	8742	15435	80.0%	36.16%	EGR2,PIP,DHRS9,KAT2A,HSPB9
MA0143.3.Sox2	8.0421e-02	1.0000e+00	3	2	5478	18699	60.0%	22.66%	EGR2,FAIM3,DHRS9
MA0522.1.Tcf3	8.4820e-02	1.0000e+00	4	1	9599	14578	80.0%	39.7%	EGR2,PIP,DHRS9,KAT2A,HSPB9
MA0496.1.MAFK	8.8160e-02	1.0000e+00	3	2	5676	18501	60.0%	23.48%	FAIM3,DHRS9,KAT2A,HSPB9
MA0498.1.Meis1	1.2230e-01	1.0000e+00	3	2	6455	17722	60.0%	26.7%	FAIM3,DHRS9,KAT2A,HSPB9
MA0048.1.NHLH1	1.2589e-01	1.0000e+00	3	2	6530	17647	60.0%	27.01%	EGR2,PIP,KAT2A,HSPB9
MA0106.2.TP53	1.3563e-01	1.0000e+00	2	3	3232	20945	40.0%	13.37%	EGR2,FAIM3
MA0515.1.Sox6	1.4654e-01	1.0000e+00	3	2	6942	17235	60.0%	28.71%	EGR2,FAIM3,DHRS9
MA0478.1.FOSL2	1.4675e-01	1.0000e+00	3	2	6946	17231	60.0%	28.73%	EGR2,PIP,KAT2A,HSPB9
MA0491.1.JUND	1.5967e-01	1.0000e+00	2	3	3558	20619	40.0%	14.72%	EGR2,PIP
MA0477.1.FOSL1	1.5990e-01	1.0000e+00	2	3	3561	20616	40.0%	14.73%	EGR2,PIP
MA0442.1.SOX10	1.6623e-01	1.0000e+00	4	1	11661	12516	80.0%	48.23%	EGR2,FAIM3,DHRS9,KAT2A,HSPB9
MA0151.1.ARID3A	1.6976e-01	1.0000e+00	4	1	11734	12443	80.0%	48.53%	EGR2,PIP,DHRS9,KAT2A,HSPB9
MA0476.1.FOS	1.7366e-01	1.0000e+00	2	3	3741	20436	40.0%	15.47%	EGR2,PIP
MA0041.1.Foxd3	1.7972e-01	1.0000e+00	4	1	11935	12242	80.0%	49.37%	EGR2,PIP,DHRS9,KAT2A,HSPB9
MA0140.2.TAL1::GATA1	1.8237e-01	1.0000e+00	2	3	3853	20324	40.0%	15.94%	EGR2,KAT2A,HSPB9
MA0490.1.JUNB	1.8370e-01	1.0000e+00	2	3	3870	20307	40.0%	16.01%	EGR2,PIP
MA0095.2.YY1	1.8739e-01	1.0000e+00	3	2	7682	16495	60.0%	31.77%	PIP,DHRS9,KAT2A,HSPB9
MA0489.1.JUN.var.2	1.9796e-01	1.0000e+00	2	3	4050	20127	40.0%	16.75%	EGR2,PIP
MA0019.1.Ddit3::Cebpa	2.0899e-01	1.0000e+00	2	3	4187	19990	40.0%	17.32%	PIP,KAT2A,HSPB9
MA0057.1.MZF1_5-13	2.1455e-01	1.0000e+00	3	2	8134	16043	60.0%	33.64%	PIP,FAIM3,DHRS9
MA0081.1.SPIB	2.2297e-01	1.0000e+00	3	2	8269	15908	60.0%	34.2%	PIP,FAIM3,DHRS9
MA0471.1.E2F6	2.3473e-01	1.0000e+00	4	1	12941	11236	80.0%	53.53%	PIP,FAIM3,DHRS9,KAT2A,HSPB9
MA0468.1.DUX4	2.7517e-01	1.0000e+00	2	3	4981	19196	40.0%	20.6%	PIP,DHRS9
MA0003.2.TFAP2A	2.9924e-01	1.0000e+00	3	2	9413	14764	60.0%	38.93%	EGR2,FAIM3,DHRS9
MA0119.1.TLX1::NFIC	3.1198e-01	1.0000e+00	2	3	5409	18768	40.0%	22.37%	EGR2,DHRS9
