FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0506.1.NRF1	1.3766e-56	2.8220e-54	83	131	74	2516	38.79%	2.86%	HECTD3,FABP5P3,ZCCHC14,RPGR,B2M,SETD1B,ANP32A,RREB1,GPR180,PRPF31,GABARAP,NUP214,IGF1R,NPR3,ZMYM4,FAIM3,WNK1,UBE2R2,ARID1A,LOC100216545,MIR1281,POM121C,HELZ,MLL3,MLL5,MLL4,UROD,VPREB3,USP49,KANSL1L,UBE3A,HAUS3,NID1,ABCA17P,RBM33,ZBTB32,MLLT10,CUX1,TRRAP,SPRR2G,MED13L,FAM78A,BTBD7,CREBBP,BTBD2,MGC16121,SMAD4,NBPF3,AKAP11,PAXBP1,A2M,NCOA6,PRH1-PRR4,NEDD1,TFPT,MARK4,PHIP,ELMSAN1,LOC646719,QSER1,SCAF4,PLEKHM2,DTNB,PCIF1,ADA,HIST1H1E,EP300,MIR503,ATXN2L,BOD1L1,MIR5091,ABCA3,FAM89A,JARID2,RNU6-19,CBLL1,NR1D1,SMOC2,SORBS3,LOC338799,CDK13,RNU6ATAC,NIPBL,TMEM222,GATAD2B,ZBTB4,NINJ1,RAB3C,HBA1,HBA2,RNU6-6,SCAP,FGD5-AS1,NOTCH1,NOTCH2
MA0470.1.E2F4	3.5411e-41	3.6296e-39	82	132	136	2454	38.32%	5.25%	BPTF,FABP5P3,FRYL,ADD3,HIST1H4F,ZCCHC14,FBXO10,NQO2,ZDHHC18,B2M,SETD1B,ANP32A,RREB1,RARA,CTBS,GABARAP,EAF1,NUP214,IGF1R,ZMYM4,PRRC2C,SLC45A4,WNK1,UBE2R2,LOC100505933,ARID1A,POM121L9P,RBBP6,MIR1281,EIF5A2,ZNF280C,HELZ,MLL3,FOXJ3,MLL4,ACADL,MAML2,UBE3A,NID1,ABCA17P,RBM33,ZBTB32,MAU2,MLLT10,CUX1,TNFRSF1B,MED13L,GAB1,GPR180,EMC7,BTBD2,SMAD4,AKAP11,PAXBP1,PGBD4,NCOA6,NEDD1,SUGP1,QSER1,RXRG,SCAF4,PLEKHM2,DTNB,ADA,IGF2BP1,HIST1H1E,EP300,BCAP31,ATXN2L,METTL6,ABCA3,FAM89A,RNU6-16,JARID2,SCAP,SMOC2,SORBS3,LOC338799,CDK13,RNU6ATAC,SYNJ1,UBE2G1,MIR548H4,ZBTB4,MLL,HBA1,USP49,HBA2,BACE1,NOTCH1,KAT6A
MA0024.2.E2F1	8.5423e-41	5.8372e-39	79	135	124	2466	36.92%	4.79%	BPTF,FABP5P3,FRYL,ADD3,HIST1H4F,ZCCHC14,FBXO10,NQO2,SETD1B,RREB1,CTBS,THRA,EAF1,NUP214,A1BG,IGF1R,ZMYM4,SLC45A4,UBE2R2,LOC100505933,ARID1A,POM121L9P,RBBP6,LOC100216545,MIR1281,ZNF280C,GAB1,MLL3,FOXJ3,MLL5,MLL4,SNORD115-15,ACADL,MAML2,UBE3A,AFF1,NID1,ABCA17P,ZBTB32,MAU2,LBX2,MLLT10,SNORD115-21,CUX1,TNFRSF1B,MED13L,LBX2-AS1,GPR180,ZBTB4,BTBD2,SMAD4,ZER1,AKAP11,RNU6-35,GABARAP,PAXBP1,C15ORF38-AP3S2,NCOA6,NEDD1,HELZ,LOC646719,SUGP1,QSER1,RXRG,DTNB,ADA,IGF2BP1,EP300,BCAP31,ATXN2L,METTL6,SPAG17,ABCA3,FAM89A,A1BG-AS1,RNU6-16,JARID2,CBLL1,SCAP,SMOC2,SORBS3,LOC338799,CDK13,RNU6ATAC,NIPBL,UBE2G1,MIR548H4,RNU6-64,NINJ1,HBA1,BACE1,NOTCH1,KAT6A
MA0516.1.SP2	3.5647e-39	1.8269e-37	164	50	806	1784	76.64%	31.12%	BPTF,HECTD3,FABP5P3,FRYL,ADD3,HIST1H4F,ZCCHC14,RPGR,FBXO10,TMEM140,NQO2,ZDHHC18,HBB,SMOC2,PRPF8,B2M,SETD1B,CHI3L2,ANP32A,MIR450B,RREB1,RARA,KIAA0907,CTBS,PRPF31,THRA,EAF1,PDE7B,PHC3,ARHGAP24,CREBRF,A1BG,SIRPG,BCAP31,IGF1R,NPR3,ZMYM4,SLC45A4,WNK1,TAS2R10,UBE2R2,LOC100505933,BRD4,GYPA,RNU6ATAC,LY86-AS1,KRTAP20-3,SCOC,ARID1A,POM121L9P,RBBP6,LOC100216545,MIR1281,MIR450A1,TREML3P,N4BP2L2,EIF5A2,DDX43,CCDC146,POM121C,EMR1,NUAK2,HELZ,MLL3,SEPT9,DCP1B,MLL5,MLL4,UROD,ACADL,VPREB3,LY86,MAML2,KANSL1L,UBE3A,HAUS3,AFF1,NID1,ABCA17P,RBM33,ZBTB32,MAU2,LBX2,MLLT10,HEMGN,GATAD2B,TRRAP,ZNF22,TNFRSF1B,CUX1,MED13L,HMOX1,LBX2-AS1,GPR180,BTBD7,CREBBP,BTBD2,MGC16121,SMAD4,LOC100129858,LOC100996307,AKAP11,GABARAP,PAXBP1,C15ORF38-AP3S2,CCDC101,NCOA6,MIR147A,NEDD1,TFPT,MARK4,CAST,ALAS2,WBP1L,PHIP,ELMSAN1,TMEM209,LOC646719,SUGP1,QSER1,RXRG,IL6R,SCAF4,NREP-AS1,PLEKHM2,NREP,DTNB,PCIF1,ADA,IGF2BP1,HSPBAP1,IGF2BP3,EP300,MIR503,ATXN2L,TPCN2,SNORD115-44,METTL6,SPAG17,ABCA3,FAM89A,A1BG-AS1,RNU6-16,ZNF280C,FAM78A,LEKR1,JARID2,RNU6-19,AP3S2,CBLL1,SCAP,NR1D1,SORBS3,C10ORF25,LOC338799,ARAP1,FRAT1,CDK13,HIST1H1E,NIPBL,SYNJ1,WHAMM,UBE2G1,TMEM222,GAB1,MIR548H4,ZBTB4,NINJ1,DIRC2,MLL,RAB3C,HBA1,USP49,HBA2,RNU6-6,BACE1,FGD5-AS1,NOTCH1,NOTCH2,POGZ,NUP214,KAT6A,CFP,POU2F1
MA0079.3.SP1	4.0445e-32	1.6582e-30	163	51	905	1685	76.17%	34.94%	BPTF,HECTD3,FABP5P3,FRYL,ADD3,HIST1H4F,ZCCHC14,RPGR,FBXO10,TMEM140,NQO2,ZDHHC18,HBB,SMOC2,PRPF8,B2M,SETD1B,CHI3L2,ANP32A,RREB1,RARA,KIAA0907,CTBS,PRPF31,THRA,EAF1,PDE7B,PHC3,ARHGAP24,CREBRF,A1BG,BCAP31,IGF1R,NPR3,ZMYM4,ATXN2L,PRRC2C,SLC45A4,WNK1,TAS2R10,UBE2R2,LOC100505933,BRD4,GYPA,LY86-AS1,KRTAP20-3,GPR1,SCOC,ARID1A,POM121L9P,RBBP6,LOC100216545,MIR1281,TREML3P,N4BP2L2,EIF5A2,DDX43,CCDC146,POM121C,EMR1,NUAK2,HELZ,MLL3,SEPT9,DCP1B,MLL5,MLL4,UROD,VPREB3,LY86,MAML2,KANSL1L,UBE3A,HAUS3,NID1,ABCA17P,RBM33,ZBTB32,MAU2,LBX2,MLLT10,HEMGN,GATAD2B,TRRAP,ZNF22,TNFRSF1B,CUX1,MED13L,GAB1,LBX2-AS1,GPR180,BTBD7,CREBBP,BTBD2,MGC16121,SMAD4,NBPF3,LOC100129858,LOC100996307,AKAP11,RNU6-34,RNU6-35,GABARAP,PAXBP1,C15ORF38-AP3S2,RNU6-33,CCDC101,NCOA6,NEDD1,TFPT,MARK4,CAST,ALAS2,WBP1L,PHIP,ELMSAN1,TMEM209,LOC646719,SUGP1,QSER1,RXRG,IL6R,SCAF4,NREP-AS1,PLEKHM2,NREP,DTNB,PCIF1,ADA,IGF2BP1,HIST1H1E,IGF2BP3,EP300,MIR503,PRKXP1,TPCN2,SNORD115-44,HBBP1,METTL6,SPAG17,ABCA3,RNU6-64,FAM89A,A1BG-AS1,RNU6-16,ZNF280C,FAM78A,LEKR1,JARID2,RNU6-19,AP3S2,CBLL1,SCAP,NR1D1,SORBS3,C10ORF25,LOC338799,ARAP1,FRAT1,CDK13,RNU6ATAC,NIPBL,SYNJ1,WHAMM,UBE2G1,TMEM222,MIR548H4,ZBTB4,NINJ1,MLL,RAB3C,HBA1,USP49,HBA2,RNU6-6,BACE1,FGD5-AS1,NOTCH1,NOTCH2,POGZ,CFP,NUP214,KAT6A,FOLR2
MA0162.2.EGR1	3.1789e-29	1.0861e-27	127	87	569	2021	59.35%	21.97%	HECTD3,FABP5P3,FRYL,ADD3,HIST1H4F,ZCCHC14,RPGR,FBXO10,TMEM140,NQO2,ZDHHC18,PRPF8,SETD1B,ANP32A,RREB1,RARA,CTBS,THRA,EAF1,PDE7B,PHC3,ARHGAP24,CREBRF,A1BG,BCAP31,IGF1R,NPR3,ZMYM4,WNK1,TAS2R10,UBE2R2,LOC100505933,LY86-AS1,KRTAP20-3,SCOC,ARID1A,POM121L9P,MIR548H4,LOC100216545,MIR1281,EIF5A2,DDX43,POM121C,EMR1,NUAK2,HELZ,MLL3,DCP1B,MLL5,MLL4,UROD,SNORD115-15,BOD1L1,LY86,MAML2,KANSL1L,HAUS3,C15ORF38-AP3S2,NID1,ABCA17P,ZBTB32,MAU2,LBX2,MLLT10,SNORD115-21,GATAD2B,TRRAP,HEMGN,TNFRSF1B,CUX1,MED13L,HMOX1,LBX2-AS1,GPR180,LAMTOR5,BTBD7,EMC7,CREBBP,BTBD2,MGC16121,SMAD4,NBPF3,LOC100129858,LOC100996307,AKAP11,PAXBP1,A2M,CCDC101,PGBD4,NCOA6,ZER1,MARK4,CAST,ALAS2,WBP1L,ELMSAN1,LOC646719,SUGP1,QSER1,RXRG,SCAF4,NUP214,PLEKHM2,DTNB,PCIF1,ADA,IGF2BP1,NDP,IGF2BP3,EP300,MIR503,ATXN2L,SNORD115-44,METTL6,RBBP6,MIR5091,ABCA3,FAM89A,A1BG-AS1,ZNF280C,FAM78A,JARID2,RNU6-19,SMOC2,NR1D1,SORBS3,LOC338799,ARAP1,FRAT1,CDK13,NIPBL,SYNJ1,WHAMM,UBE2G1,GAB1,ZBTB4,NINJ1,MLL,HBA1,USP49,HBA2,RNU6-6,FGD5-AS1,NOTCH1,NOTCH2,KAT6A,CFP
MA0599.1.KLF5	3.4416e-28	1.0079e-26	142	72	734	1856	66.36%	28.34%	BPTF,HECTD3,FABP5P3,FRYL,ADD3,HIST1H4F,ZCCHC14,RPGR,NQO2,ZDHHC18,HBB,PRPF8,B2M,SETD1B,RNU6ATAC,ANP32A,RREB1,RARA,CTBS,NID1,THRA,PHC3,ARHGAP24,CREBRF,PA2G4P4,A1BG,BCAP31,IGF1R,NPR3,ZMYM4,ATXN2L,SLC45A4,WNK1,UBE2R2,LOC100505933,BRD4,GYPA,LY86-AS1,SCOC,LINC00439,ARID1A,POM121L9P,RBBP6,LOC100216545,MIR1281,TREML3P,EIF5A2,POM121C,EMR1,HELZ,MLL3,SEPT9,DCP1B,MLL5,MLL4,UROD,EDNRB,VPREB3,LY86,MAML2,KANSL1L,UBE3A,HAUS3,PDPR,ABCA17P,RBM33,ZBTB32,LBX2,MLLT10,HEMGN,GATAD2B,TRRAP,ZNF22,TNFRSF1B,MED13L,HMOX1,LBX2-AS1,GPR180,ZBTB4,BTBD7,EMC7,CREBBP,BTBD2,MGC16121,MIR1256,NBPF3,LOC100129858,LOC100996307,AKAP11,RNU6-34,RNU6-35,GABARAP,PAXBP1,RNU6-33,PGBD4,NCOA6,NEDD1,MARK4,ALAS2,WBP1L,PHIP,ELMSAN1,TMEM209,LOC646719,QSER1,TET3,RXRG,IL6R,SCAF4,NUP214,LOC730091,DTNB,PCIF1,ADA,IGF2BP1,HSPBAP1,IGF2BP3,EP300,MIR503,FAIM3,TPCN2,SNORD115-44,HBBP1,SPAG17,ABCA3,FAM89A,A1BG-AS1,ZNF280C,FAM78A,JARID2,RNU6-19,CBLL1,SCAP,NR1D1,SORBS3,C10ORF25,LOC338799,ARAP1,FRAT1,CDK13,HIST1H1E,NIPBL,SYNJ1,WHAMM,UBE2G1,TMEM222,GAB1,MIR548H4,RNU6-64,NINJ1,DIRC2,MLL,RAB3C,HBA1,USP49,HBA2,RNU6-6,BACE1,FGD5-AS1,NOTCH1,NOTCH2,KAT6A,FOLR2
MA0039.2.Klf4	5.8167e-28	1.4905e-26	131	83	626	1964	61.21%	24.17%	BPTF,HECTD3,FABP5P3,FRYL,ADD3,ZCCHC14,RPGR,FBXO10,NQO2,ZDHHC18,HBB,PRPF8,B2M,SETD1B,RNU6ATAC,ANP32A,RREB1,RARA,CTBS,NID1,THRA,PHC3,CREBRF,PA2G4P4,A1BG,BCAP31,IGF1R,NPR3,ZMYM4,SLC45A4,WNK1,UBE2R2,LOC100505933,BRD4,LY86-AS1,SCOC,LINC00439,ARID1A,ZNF280C,RBBP6,MIR1281,EIF5A2,POM121C,EMR1,NUAK2,HELZ,MLL3,DCP1B,MLL4,UROD,EDNRB,VPREB3,LY86,MAML2,KANSL1L,UBE3A,HAUS3,PDPR,ABCA17P,RBM33,ZBTB32,LBX2,MLLT10,HEMGN,GATAD2B,TRRAP,ZNF22,TNFRSF1B,MED13L,GAB1,LBX2-AS1,GPR180,BTBD7,CREBBP,BTBD2,MGC16121,SMAD4,NBPF3,LOC100129858,LOC100996307,AKAP11,RNU6-34,RNU6-35,GABARAP,PAXBP1,C15ORF38-AP3S2,RNU6-33,NCOA6,NEDD1,MARK4,ALAS2,WBP1L,PHIP,ELMSAN1,TMEM209,LOC646719,QSER1,RXRG,IL6R,SCAF4,PLEKHM2,LOC730091,DTNB,PCIF1,ADA,IGF2BP1,HSPBAP1,IGF2BP3,EP300,MIR503,TPCN2,SNORD115-44,HBBP1,SPAG17,ABCA3,RNU6-64,FAM89A,A1BG-AS1,FAM78A,LEKR1,JARID2,RNU6-19,CBLL1,NR1D1,SORBS3,C10ORF25,LOC338799,ARAP1,CDK13,HIST1H1E,NIPBL,SYNJ1,WHAMM,UBE2G1,TMEM222,ZBTB4,DIRC2,MLL,RAB3C,HBA1,USP49,HBA2,RNU6-6,BACE1,FGD5-AS1,NOTCH1,NOTCH2,KAT6A,FOLR2,POU2F1
MA0472.1.EGR2	5.3408e-27	1.2165e-25	121	93	546	2044	56.54%	21.08%	HECTD3,FABP5P3,FRYL,ADD3,IMMP2L,ZCCHC14,FBXO10,NQO2,ZDHHC18,SMOC2,PRPF8,SETD1B,ANP32A,MIR450B,RREB1,RARA,CTBS,A2MP1,THRA,EAF1,PDE7B,PHC3,ARHGAP24,CREBRF,A1BG,BCAP31,NPR3,ZMYM4,WNK1,LOC100505933,SCOC,ANKUB1,LINC00439,ARID1A,POM121L9P,MIR548H4,LOC100216545,MIR1281,MIR450A1,EIF5A2,DDX43,POM121C,ZNF280C,NUAK2,HELZ,MLL3,DCP1B,MLL5,MLL4,UROD,EDNRB,VPREB3,MAML2,KANSL1L,UBE3A,HAUS3,C15ORF38-AP3S2,NID1,ZBTB32,MAU2,LBX2,MLLT10,HEMGN,CUX1,TRRAP,TNFRSF1B,MED13L,HMOX1,LBX2-AS1,GPR180,LAMTOR5,RNU6-6,RFPL1S,CREBBP,BTBD2,MGC16121,NBPF3,LOC100129858,RFPL1,TENM1,LOC100996307,AKAP11,A2M,NCOA6,NEDD1,MARK4,ALAS2,WBP1L,PHIP,ELMSAN1,LOC646719,SUGP1,QSER1,FGD3,TET3,RXRG,SCAF4,MIR147A,PLEKHM2,DTNB,ADA,IGF2BP1,NDP,IGF2BP3,EP300,MIR503,ATXN2L,METTL6,RBBP6,FAM89A,A1BG-AS1,FAM78A,JARID2,RNU6-19,AP3S2,SCAP,NR1D1,SORBS3,LOC338799,ARAP1,FRAT1,CDK13,NIPBL,SYNJ1,WHAMM,UBE2G1,TMEM222,GAB1,NINJ1,MLL,RAB3C,HBA1,USP49,HBA2,NOTCH1,NOTCH2,POGZ,KAT6A,CFP
MA0469.1.E2F3	2.4191e-25	4.9592e-24	101	113	397	2193	47.2%	15.33%	BPTF,FABP5P3,FRYL,ADD3,HIST1H4F,ZCCHC14,FBXO10,NQO2,ZDHHC18,SMOC2,SETD1B,CTBS,PRPF31,THRA,ARHGAP24,CREBRF,A1BG,SIRPG,IGF1R,NPR3,ZMYM4,ATXN2L,SLC45A4,WNK1,UBE2R2,LOC100505933,ARID1A,POM121L9P,RBBP6,LOC100216545,MIR1281,EMR1,HELZ,MLL3,MAU2,MLL5,MLL4,ACADL,MAML2,UBE3A,AFF1,NID1,ABCA17P,ZBTB32,FOXJ3,LBX2,MLLT10,CUX1,TNFRSF1B,MED13L,GAB1,LBX2-AS1,GPR180,ZBTB4,EMC7,CREBBP,BTBD2,SMAD4,AKAP11,RNU6-35,GABARAP,C15ORF38-AP3S2,PGBD4,NCOA6,NEDD1,TFPT,WBP1L,ELMSAN1,LOC646719,SUGP1,QSER1,RXRG,IL6R,SCAF4,NREP-AS1,PLEKHM2,NREP,DTNB,PCIF1,ADA,IGF2BP1,HIST1H1E,IGF2BP3,EP300,BCAP31,FAIM3,TPCN2,ABCA3,FAM89A,A1BG-AS1,RNU6-16,ZNF280C,FAM78A,LEKR1,JARID2,SCAP,NR1D1,SORBS3,LOC338799,ARAP1,CDK13,RNU6ATAC,NIPBL,SYNJ1,WHAMM,UBE2G1,MIR548H4,RNU6-64,MLL,HBA1,HBA2,BACE1,NOTCH1,NUP214,KAT6A,CFP
